dag_id,run_id,task_name,task_id,sub_time,arrival_time,start_exec_time,finish_exec_time,exec_time,leave_time,completion_time,response_time
6e2edd86-9bc7-4233-8de9-cae74e8d64bc,3c2190c4-b2be-4347-a97f-a66826112af9,task0_init,3c2190c4-b2be-4347-a97f-a66826112af9-task0_init,1754120433.2450967,1754120436.1677067,1754120439.359261,1754120439.4555886,0.09632754325866699,1754120439.5830913,3.287881851196289,6.337994575500488
6e2edd86-9bc7-4233-8de9-cae74e8d64bc,3c2190c4-b2be-4347-a97f-a66826112af9,task1_llm_process,3c2190c4-b2be-4347-a97f-a66826112af9-task1_llm_process,1754120433.2450967,1754120436.1677067,1754120441.450683,1754120570.1026218,128.6519386768341,1754120570.553213,133.93491506576538,137.30811619758606
6e2edd86-9bc7-4233-8de9-cae74e8d64bc,3c2190c4-b2be-4347-a97f-a66826112af9,task2a_find_user,3c2190c4-b2be-4347-a97f-a66826112af9-task2a_find_user,1754120433.2450967,1754120436.1677067,1754120572.8075716,1754120572.8138533,0.006281614303588867,1754120573.0100615,136.6461465358734,139.76496481895447
6e2edd86-9bc7-4233-8de9-cae74e8d64bc,3c2190c4-b2be-4347-a97f-a66826112af9,task2b_get_order_details,3c2190c4-b2be-4347-a97f-a66826112af9-task2b_get_order_details,1754120433.2450967,1754120436.1677067,1754120572.8314471,1754120572.8367856,0.005338430404663086,1754120573.1107178,136.6690788269043,139.8656210899353
6e2edd86-9bc7-4233-8de9-cae74e8d64bc,3c2190c4-b2be-4347-a97f-a66826112af9,task3_execute_modifications,3c2190c4-b2be-4347-a97f-a66826112af9-task3_execute_modifications,1754120433.2450967,1754120436.1677067,1754120574.7323432,1754120574.7344332,0.002089977264404297,1754120574.8663638,138.56672644615173,141.621267080307
6e2edd86-9bc7-4233-8de9-cae74e8d64bc,3c2190c4-b2be-4347-a97f-a66826112af9,task4_output_result,3c2190c4-b2be-4347-a97f-a66826112af9-task4_output_result,1754120433.2450967,1754120436.1677067,1754120576.6592216,1754120576.6612139,0.0019922256469726562,1754120576.7715797,140.49350714683533,143.52648305892944
4b21fc63-5f83-44cf-92a5-b526bdbca2bf,59a3b787-9da4-4dfa-bf3c-69d281c68f5e,task0_init,59a3b787-9da4-4dfa-bf3c-69d281c68f5e-task0_init,1754120433.2450967,1754120436.1455324,1754120438.70211,1754120438.7990837,0.09697365760803223,1754120438.8803778,2.6535513401031494,5.635281085968018
4b21fc63-5f83-44cf-92a5-b526bdbca2bf,59a3b787-9da4-4dfa-bf3c-69d281c68f5e,task1_llm_process,59a3b787-9da4-4dfa-bf3c-69d281c68f5e-task1_llm_process,1754120433.2450967,1754120436.1455324,1754120440.2281551,1754120589.8878212,149.65966606140137,1754120590.312069,153.74228882789612,157.0669722557068
4b21fc63-5f83-44cf-92a5-b526bdbca2bf,59a3b787-9da4-4dfa-bf3c-69d281c68f5e,task2a_find_user,59a3b787-9da4-4dfa-bf3c-69d281c68f5e-task2a_find_user,1754120433.2450967,1754120436.1455324,1754120592.1697717,1754120592.174972,0.005200386047363281,1754120592.2600853,156.02943968772888,159.01498866081238
4b21fc63-5f83-44cf-92a5-b526bdbca2bf,59a3b787-9da4-4dfa-bf3c-69d281c68f5e,task2b_get_order_details,59a3b787-9da4-4dfa-bf3c-69d281c68f5e-task2b_get_order_details,1754120433.2450967,1754120436.1455324,1754120592.6191509,1754120592.7034767,0.08432579040527344,1754120592.8119462,156.55794429779053,159.56684947013855
4b21fc63-5f83-44cf-92a5-b526bdbca2bf,59a3b787-9da4-4dfa-bf3c-69d281c68f5e,task3_execute_modifications,59a3b787-9da4-4dfa-bf3c-69d281c68f5e-task3_execute_modifications,1754120433.2450967,1754120436.1455324,1754120594.610438,1754120594.6909316,0.08049345016479492,1754120594.8172414,158.54539918899536,161.5721447467804
4b21fc63-5f83-44cf-92a5-b526bdbca2bf,59a3b787-9da4-4dfa-bf3c-69d281c68f5e,task4_output_result,59a3b787-9da4-4dfa-bf3c-69d281c68f5e-task4_output_result,1754120433.2450967,1754120436.1455324,1754120596.7090497,1754120596.709964,0.0009143352508544922,1754120597.173686,160.56443166732788,163.92858934402466
0a3f0429-68e2-4343-94d1-d7e0b30abb39,73a8c1ac-671d-4603-9b65-970834407a5d,task0_init,73a8c1ac-671d-4603-9b65-970834407a5d-task0_init,1754120433.2450967,1754120435.8624573,1754120437.1020749,1754120437.3879821,0.2859072685241699,1754120437.4750135,1.5255248546600342,4.22991681098938
0a3f0429-68e2-4343-94d1-d7e0b30abb39,73a8c1ac-671d-4603-9b65-970834407a5d,task1_llm_process1,73a8c1ac-671d-4603-9b65-970834407a5d-task1_llm_process1,1754120433.2450967,1754120435.8624573,1754120438.7964454,1754120501.368174,62.57172870635986,1754120501.779095,65.5057168006897,68.5339982509613
0a3f0429-68e2-4343-94d1-d7e0b30abb39,73a8c1ac-671d-4603-9b65-970834407a5d,task2_get_user_and_reservation_details,73a8c1ac-671d-4603-9b65-970834407a5d-task2_get_user_and_reservation_details,1754120433.2450967,1754120435.8624573,1754120504.0193667,1754120504.201255,0.18188834190368652,1754120504.3305972,68.33879780769348,71.0855004787445
0a3f0429-68e2-4343-94d1-d7e0b30abb39,73a8c1ac-671d-4603-9b65-970834407a5d,task3_cancel_reservation,73a8c1ac-671d-4603-9b65-970834407a5d-task3_cancel_reservation,1754120433.2450967,1754120435.8624573,1754120506.115164,1754120506.2957182,0.18055415153503418,1754120506.4365172,70.43326091766357,73.19142055511475
0a3f0429-68e2-4343-94d1-d7e0b30abb39,73a8c1ac-671d-4603-9b65-970834407a5d,task4_search_new_flights,73a8c1ac-671d-4603-9b65-970834407a5d-task4_search_new_flights,1754120433.2450967,1754120435.8624573,1754120508.7778485,1754120508.9777472,0.19989871978759766,1754120509.1442692,73.11528992652893,75.89917254447937
0a3f0429-68e2-4343-94d1-d7e0b30abb39,73a8c1ac-671d-4603-9b65-970834407a5d,task5_llm_process2,73a8c1ac-671d-4603-9b65-970834407a5d-task5_llm_process2,1754120433.2450967,1754120435.8624573,1754120572.3497818,1754120615.503106,43.153324365615845,1754120615.9779918,179.6406488418579,182.73289513587952
0a3f0429-68e2-4343-94d1-d7e0b30abb39,73a8c1ac-671d-4603-9b65-970834407a5d,task6_book_new_reservation,73a8c1ac-671d-4603-9b65-970834407a5d-task6_book_new_reservation,1754120433.2450967,1754120435.8624573,1754120617.9199712,1754120618.104564,0.18459272384643555,1754120633.5707347,182.24210667610168,200.3256380558014
65afbc8a-89ca-4ad5-8d62-355bb401f61d,0637189d-8c5c-4854-aa3c-dd949d68ae79,task1_file_process,0637189d-8c5c-4854-aa3c-dd949d68ae79-task1_file_process,1754120433.2450967,1754120435.8826196,1754120437.7387598,1754120438.0177577,0.27899789810180664,1754120438.1271777,2.1351380348205566,4.882081031799316
65afbc8a-89ca-4ad5-8d62-355bb401f61d,0637189d-8c5c-4854-aa3c-dd949d68ae79,task2_llm_process_qwen,0637189d-8c5c-4854-aa3c-dd949d68ae79-task2_llm_process_qwen,1754120433.2450967,1754120435.8826196,1754120439.5148852,1754120573.542625,134.0277397632599,1754120573.971117,137.66000533103943,140.72602033615112
65afbc8a-89ca-4ad5-8d62-355bb401f61d,0637189d-8c5c-4854-aa3c-dd949d68ae79,task3_llm_process_deepseek,0637189d-8c5c-4854-aa3c-dd949d68ae79-task3_llm_process_deepseek,1754120433.2450967,1754120435.8826196,1754120440.1402524,1754120555.761719,115.62146663665771,1754120556.1753275,119.87909936904907,122.93023085594177
65afbc8a-89ca-4ad5-8d62-355bb401f61d,0637189d-8c5c-4854-aa3c-dd949d68ae79,task4_llm_fuse_answer,0637189d-8c5c-4854-aa3c-dd949d68ae79-task4_llm_fuse_answer,1754120433.2450967,1754120435.8826196,1754120575.277563,1754120706.8899872,131.61242413520813,1754120707.3031197,271.0073676109314,274.05802297592163
