dag_id,run_id,task_name,task_id,sub_time,arrival_time,start_exec_time,finish_exec_time,exec_time,leave_time,completion_time,response_time,scheduler_cost_time,pred_exec_time,pred_cost_time
6f7d28c6-6a8c-44b2-8ea9-0988c1096a2a,3fdb8b8f-644f-4116-a11c-7feb6a591bc0,task1_obtain_content,3fdb8b8f-644f-4116-a11c-7feb6a591bc0-task1_obtain_content,1754961166.2518823,1754961166.2575758,1754961169.0797632,1754961169.1016257,0.021862506866455078,1754961169.1443574,2.8440499305725098,2.892475128173828,5.0067901611328125e-06,,
6f7d28c6-6a8c-44b2-8ea9-0988c1096a2a,3fdb8b8f-644f-4116-a11c-7feb6a591bc0,task2_llm_process_qwen,3fdb8b8f-644f-4116-a11c-7feb6a591bc0-task2_llm_process_qwen,1754961166.2518823,1754961166.2575758,1754961338.0363624,1754961359.5046053,21.46824288368225,1754961359.554546,193.24702954292297,193.3026638031006,0.0004711151123046875,15.0,0.0004584789276123047
6f7d28c6-6a8c-44b2-8ea9-0988c1096a2a,3fdb8b8f-644f-4116-a11c-7feb6a591bc0,task3_llm_process_deepseek,3fdb8b8f-644f-4116-a11c-7feb6a591bc0-task3_llm_process_deepseek,1754961166.2518823,1754961166.2575758,1754961351.5224078,1754961370.2100828,18.68767499923706,1754961370.2569475,203.95250701904297,204.005065202713,0.00025582313537597656,15.0,0.0002498626708984375
6f7d28c6-6a8c-44b2-8ea9-0988c1096a2a,3fdb8b8f-644f-4116-a11c-7feb6a591bc0,task4_llm_fuse_answer,3fdb8b8f-644f-4116-a11c-7feb6a591bc0-task4_llm_fuse_answer,1754961166.2518823,1754961166.2575758,1754961371.5252652,1754961402.5600388,31.034773588180542,1754961402.665469,236.30246305465698,236.4135866165161,0.0002689361572265625,15.0,0.0002613067626953125
0bb3b44a-ede5-4db5-a520-4e844b0079c5,e260a513-e9b0-41d1-b2ea-83830e52245e,task1_obtain_content,e260a513-e9b0-41d1-b2ea-83830e52245e-task1_obtain_content,1754961301.8073688,1754961301.809761,1754961302.975924,1754961302.9974873,0.021563291549682617,1754961303.0397274,1.1877262592315674,1.232358694076538,4.5299530029296875e-06,,
0bb3b44a-ede5-4db5-a520-4e844b0079c5,e260a513-e9b0-41d1-b2ea-83830e52245e,task2_llm_process_qwen,e260a513-e9b0-41d1-b2ea-83830e52245e-task2_llm_process_qwen,1754961301.8073688,1754961301.809761,1754961361.4102676,1754961408.6518075,47.24153995513916,1754961408.732888,106.84204649925232,106.92551922798157,0.00013017654418945312,15.0,0.00012230873107910156
0bb3b44a-ede5-4db5-a520-4e844b0079c5,e260a513-e9b0-41d1-b2ea-83830e52245e,task3_llm_process_deepseek,e260a513-e9b0-41d1-b2ea-83830e52245e-task3_llm_process_deepseek,1754961301.8073688,1754961301.809761,1754961304.380661,1754961349.510099,45.1294379234314,1754961349.5516713,47.7003378868103,47.74430251121521,0.00022101402282714844,15.0,0.0002155303955078125
0bb3b44a-ede5-4db5-a520-4e844b0079c5,e260a513-e9b0-41d1-b2ea-83830e52245e,task4_llm_fuse_answer,e260a513-e9b0-41d1-b2ea-83830e52245e-task4_llm_fuse_answer,1754961301.8073688,1754961301.809761,1754961409.9850335,1754961460.472676,50.48764252662659,1754961460.5470862,158.66291499137878,158.7397174835205,0.000278472900390625,15.0,0.00026917457580566406
50ec8903-b81f-4257-9450-1085afd2c319,2333a9cc-f105-4468-be6b-f6c29661a907,task1_obtain_content,2333a9cc-f105-4468-be6b-f6c29661a907-task1_obtain_content,1754961361.1193771,1754961361.121754,1754961362.2763183,1754961362.299293,0.022974729537963867,1754961370.3507369,1.1775391101837158,9.231359720230103,4.76837158203125e-06,,
50ec8903-b81f-4257-9450-1085afd2c319,2333a9cc-f105-4468-be6b-f6c29661a907,task2_llm_process_qwen,2333a9cc-f105-4468-be6b-f6c29661a907-task2_llm_process_qwen,1754961361.1193771,1754961361.121754,1754961372.189902,1754961420.3839352,48.19403314590454,1754961420.4595387,59.26218128204346,59.34016156196594,0.0001239776611328125,15.0,0.00011730194091796875
50ec8903-b81f-4257-9450-1085afd2c319,2333a9cc-f105-4468-be6b-f6c29661a907,task3_llm_process_deepseek,2333a9cc-f105-4468-be6b-f6c29661a907-task3_llm_process_deepseek,1754961361.1193771,1754961361.121754,1754961378.4749343,1754961423.2247853,44.74985098838806,1754961423.3148007,62.103031396865845,62.19542360305786,0.00022220611572265625,15.0,0.00021719932556152344
50ec8903-b81f-4257-9450-1085afd2c319,2333a9cc-f105-4468-be6b-f6c29661a907,task4_llm_fuse_answer,2333a9cc-f105-4468-be6b-f6c29661a907-task4_llm_fuse_answer,1754961361.1193771,1754961361.121754,1754961425.1622586,1754961476.3758636,51.21360492706299,1754961476.4348629,115.25410962104797,115.31548571586609,0.00028204917907714844,15.0,0.0002713203430175781
56db2318-640f-477a-a82f-bc93ad13e882,4086cff5-2f98-42b4-bad9-d3babd2e474a,task1_obtain_content,4086cff5-2f98-42b4-bad9-d3babd2e474a-task1_obtain_content,1754961409.8811927,1754961409.8836136,1754961411.6520371,1754961411.6737986,0.021761417388916016,1754961420.5508504,1.7901849746704102,10.669657707214355,4.5299530029296875e-06,,
56db2318-640f-477a-a82f-bc93ad13e882,4086cff5-2f98-42b4-bad9-d3babd2e474a,task2_llm_process_qwen,4086cff5-2f98-42b4-bad9-d3babd2e474a-task2_llm_process_qwen,1754961409.8811927,1754961409.8836136,1754961422.4020915,1754961473.145016,50.742924451828,1754961473.231235,63.26140236854553,63.35004234313965,0.00013566017150878906,15.0,0.00012755393981933594
