dag_id,run_id,task_name,task_id,sub_time,arrival_time,start_exec_time,finish_exec_time,exec_time,leave_time,completion_time,response_time,scheduler_cost_time,pred_exec_time,pred_cost_time
e51753c7-3ef3-4404-a352-11a18e5760c9,5055c591-42e8-4d12-9450-142ad19a528a,task1_obtain_content,5055c591-42e8-4d12-9450-142ad19a528a-task1_obtain_content,1754965773.0509899,1754965776.740656,1754965778.1190705,1754965778.2569263,0.13785576820373535,1754965778.365442,1.516270399093628,5.314452171325684,3.0994415283203125e-06,,
e51753c7-3ef3-4404-a352-11a18e5760c9,5055c591-42e8-4d12-9450-142ad19a528a,task2_vlm_process,5055c591-42e8-4d12-9450-142ad19a528a-task2_vlm_process,1754965773.0509899,1754965776.740656,1754965957.305387,1754965972.3072515,15.001864433288574,1754965972.3961718,195.5665955543518,199.34518194198608,0.00022983551025390625,15.0,0.00022125244140625
e51753c7-3ef3-4404-a352-11a18e5760c9,5055c591-42e8-4d12-9450-142ad19a528a,task3_output_final_answer,5055c591-42e8-4d12-9450-142ad19a528a-task3_output_final_answer,1754965773.0509899,1754965776.740656,1754965973.702321,1754965973.7071652,0.004844188690185547,1754965973.795167,196.9665093421936,200.7441771030426,2.0742416381835938e-05,1.0,1.33514404296875e-05
cca70ce6-1952-45d2-acd4-80c903b0bc49,ac6c8b43-d118-4e95-b0dd-006806179d0c,task1_obtain_content,ac6c8b43-d118-4e95-b0dd-006806179d0c-task1_obtain_content,1754965773.0509899,1754965776.8051999,1754965778.9055636,1754965779.0338676,0.12830400466918945,1754965779.1187992,2.228667736053467,6.067809343338013,4.0531158447265625e-06,,
cca70ce6-1952-45d2-acd4-80c903b0bc49,ac6c8b43-d118-4e95-b0dd-006806179d0c,task2_vlm_process,ac6c8b43-d118-4e95-b0dd-006806179d0c-task2_vlm_process,1754965773.0509899,1754965776.8051999,1754965957.8312705,1754965997.3699703,39.53869986534119,1754965997.464621,220.56477046012878,224.4136312007904,0.00015282630920410156,15.0,0.00014519691467285156
cca70ce6-1952-45d2-acd4-80c903b0bc49,ac6c8b43-d118-4e95-b0dd-006806179d0c,task3_output_final_answer,ac6c8b43-d118-4e95-b0dd-006806179d0c-task3_output_final_answer,1754965773.0509899,1754965776.8051999,1754965999.463426,1754965999.4675913,0.004165172576904297,1754965999.561521,222.66239142417908,226.5105311870575,2.7418136596679688e-05,1.0,1.6927719116210938e-05
6e2edd86-9bc7-4233-8de9-cae74e8d64bc,679f785a-8fe7-4ed1-9cf1-4bec66374d89,task0_init,679f785a-8fe7-4ed1-9cf1-4bec66374d89-task0_init,1754965773.0509899,1754965776.316197,1754965779.0714948,1754965779.164222,0.0927271842956543,1754965779.2699273,2.84802508354187,6.218937397003174,5.9604644775390625e-06,,
6e2edd86-9bc7-4233-8de9-cae74e8d64bc,679f785a-8fe7-4ed1-9cf1-4bec66374d89,task1_llm_process,679f785a-8fe7-4ed1-9cf1-4bec66374d89-task1_llm_process,1754965773.0509899,1754965776.316197,1754965958.402615,1754966007.5239484,49.121333360672,1754966007.5906117,231.20775151252747,234.53962182998657,0.00023031234741210938,15.0,0.0002205371856689453
6e2edd86-9bc7-4233-8de9-cae74e8d64bc,679f785a-8fe7-4ed1-9cf1-4bec66374d89,task2a_find_user,679f785a-8fe7-4ed1-9cf1-4bec66374d89-task2a_find_user,1754965773.0509899,1754965776.316197,1754966009.967403,1754966009.972138,0.004734992980957031,1754966010.0410242,233.65594100952148,236.99003434181213,2.3365020751953125e-05,3.0,1.5020370483398438e-05
6e2edd86-9bc7-4233-8de9-cae74e8d64bc,679f785a-8fe7-4ed1-9cf1-4bec66374d89,task2b_get_order_details,679f785a-8fe7-4ed1-9cf1-4bec66374d89-task2b_get_order_details,1754965773.0509899,1754965776.316197,1754966009.9966288,1754966010.075323,0.07869434356689453,1754966010.1921916,233.75912618637085,237.14120173454285,1.9788742065429688e-05,3.0,1.5974044799804688e-05
