dag_id,run_id,task_name,task_id,sub_time,arrival_time,start_exec_time,finish_exec_time,exec_time,leave_time,completion_time,response_time
3cef3a44-215e-4aed-8e3b-b1e3f08063b7,269ea915-8349-48b5-882d-c12d0d8a9523,task1_obtain_content,269ea915-8349-48b5-882d-c12d0d8a9523-task1_obtain_content,1754287686.831732,1754287686.8388517,1754287689.7963793,1754287689.8184466,0.02206730842590332,1754287689.8582144,2.9795949459075928,3.026482343673706
3cef3a44-215e-4aed-8e3b-b1e3f08063b7,269ea915-8349-48b5-882d-c12d0d8a9523,task2_llm_process_qwen,269ea915-8349-48b5-882d-c12d0d8a9523-task2_llm_process_qwen,1754287686.831732,1754287686.8388517,1754287691.103268,1754287822.3460348,131.24276685714722,1754287822.8859735,135.50718307495117,136.0542414188385
3cef3a44-215e-4aed-8e3b-b1e3f08063b7,269ea915-8349-48b5-882d-c12d0d8a9523,task3_llm_process_deepseek,269ea915-8349-48b5-882d-c12d0d8a9523-task3_llm_process_deepseek,1754287686.831732,1754287686.8388517,1754287691.1558144,1754287804.7345324,113.57871794700623,1754287806.6223276,117.89568066596985,119.79059553146362
3cef3a44-215e-4aed-8e3b-b1e3f08063b7,269ea915-8349-48b5-882d-c12d0d8a9523,task4_llm_fuse_answer,269ea915-8349-48b5-882d-c12d0d8a9523-task4_llm_fuse_answer,1754287686.831732,1754287686.8388517,1754287824.7238324,1754287921.5742233,96.8503909111023,1754287922.0158231,234.73537158966064,235.184091091156
1f975693-876d-457b-a649-393859e79bf3,19725120-6620-445b-9f40-7ceccb20bae2,task1_speech_process,19725120-6620-445b-9f40-7ceccb20bae2-task1_speech_process,1754287881.6965995,1754287881.699234,1754287884.417342,1754287888.0582857,3.640943765640259,1754287888.265135,6.359051704406738,6.568535566329956
1f975693-876d-457b-a649-393859e79bf3,19725120-6620-445b-9f40-7ceccb20bae2,task2_speech_process,19725120-6620-445b-9f40-7ceccb20bae2-task2_speech_process,1754287881.6965995,1754287881.699234,1754287891.7991343,1754287926.4730294,34.67389512062073,1754287926.7891867,44.77379536628723,45.09258723258972
1f975693-876d-457b-a649-393859e79bf3,19725120-6620-445b-9f40-7ceccb20bae2,task3_llm_process_qwen,19725120-6620-445b-9f40-7ceccb20bae2-task3_llm_process_qwen,1754287881.6965995,1754287881.699234,1754287929.1361468,1754287996.056694,66.92054724693298,1754287996.4515285,114.35746002197266,114.75492906570435
1f975693-876d-457b-a649-393859e79bf3,19725120-6620-445b-9f40-7ceccb20bae2,task4_llm_process_deepseek,19725120-6620-445b-9f40-7ceccb20bae2-task4_llm_process_deepseek,1754287881.6965995,1754287881.699234,1754287928.6469913,1754287991.6147854,62.96779417991638,1754287992.0405004,109.91555142402649,110.34390091896057
1f975693-876d-457b-a649-393859e79bf3,19725120-6620-445b-9f40-7ceccb20bae2,task5_llm_fuse_answer,19725120-6620-445b-9f40-7ceccb20bae2-task5_llm_fuse_answer,1754287881.6965995,1754287881.699234,1754287998.3313487,1754288048.313732,49.982383251190186,1754288048.7553954,166.61449790000916,167.05879592895508
0bb3b44a-ede5-4db5-a520-4e844b0079c5,12c64b6f-f256-4603-b2e3-dfa187254d56,task1_obtain_content,12c64b6f-f256-4603-b2e3-dfa187254d56-task1_obtain_content,1754287822.3847628,1754287822.3874066,1754287823.5658221,1754287823.5886712,0.022849082946777344,1754287823.630468,1.2012646198272705,1.2457051277160645
