dag_id,run_id,task_name,task_id,sub_time,arrival_time,start_exec_time,finish_exec_time,exec_time,leave_time,completion_time,response_time
4b21fc63-5f83-44cf-92a5-b526bdbca2bf,24a0b3cb-b682-405e-bb3e-d0e186b0c74d,task0_init,24a0b3cb-b682-405e-bb3e-d0e186b0c74d-task0_init,1754118064.0319345,1754118066.9248269,1754118069.5416982,1754118069.6350791,0.09338092803955078,1754118069.6996686,2.710252285003662,5.667734146118164
4b21fc63-5f83-44cf-92a5-b526bdbca2bf,24a0b3cb-b682-405e-bb3e-d0e186b0c74d,task1_llm_process,24a0b3cb-b682-405e-bb3e-d0e186b0c74d-task1_llm_process,1754118064.0319345,1754118066.9248269,1754118073.7103243,1754118239.246701,165.53637671470642,1754118239.6695645,172.32187414169312,175.63762998580933
4b21fc63-5f83-44cf-92a5-b526bdbca2bf,24a0b3cb-b682-405e-bb3e-d0e186b0c74d,task2a_find_user,24a0b3cb-b682-405e-bb3e-d0e186b0c74d-task2a_find_user,1754118064.0319345,1754118066.9248269,1754118241.880891,1754118241.8851705,0.004279375076293945,1754118241.977528,174.96034359931946,177.94559359550476
4b21fc63-5f83-44cf-92a5-b526bdbca2bf,24a0b3cb-b682-405e-bb3e-d0e186b0c74d,task2b_get_order_details,24a0b3cb-b682-405e-bb3e-d0e186b0c74d-task2b_get_order_details,1754118064.0319345,1754118066.9248269,1754118242.0230143,1754118242.103639,0.08062458038330078,1754118242.2287412,175.17881202697754,178.19680666923523
4b21fc63-5f83-44cf-92a5-b526bdbca2bf,24a0b3cb-b682-405e-bb3e-d0e186b0c74d,task3_execute_modifications,24a0b3cb-b682-405e-bb3e-d0e186b0c74d-task3_execute_modifications,1754118064.0319345,1754118066.9248269,1754118244.4792223,1754118244.5589929,0.07977056503295898,1754118244.6362998,177.63416600227356,180.60436534881592
4b21fc63-5f83-44cf-92a5-b526bdbca2bf,24a0b3cb-b682-405e-bb3e-d0e186b0c74d,task4_output_result,24a0b3cb-b682-405e-bb3e-d0e186b0c74d-task4_output_result,1754118064.0319345,1754118066.9248269,1754118246.4833977,1754118246.484361,0.0009632110595703125,1754118246.5421977,179.55953407287598,182.51026320457458
6e2edd86-9bc7-4233-8de9-cae74e8d64bc,0e3d2df9-83b7-45f2-937f-7a817cc4c81c,task0_init,0e3d2df9-83b7-45f2-937f-7a817cc4c81c-task0_init,1754118064.0319345,1754118066.9507043,1754118070.1678562,1754118070.262195,0.09433889389038086,1754118070.3532407,3.311490774154663,6.321306228637695
6e2edd86-9bc7-4233-8de9-cae74e8d64bc,0e3d2df9-83b7-45f2-937f-7a817cc4c81c,task1_llm_process,0e3d2df9-83b7-45f2-937f-7a817cc4c81c-task1_llm_process,1754118064.0319345,1754118066.9507043,1754118073.8045714,1754118240.1879675,166.38339614868164,1754118240.5729911,173.23726320266724,176.5410566329956
6e2edd86-9bc7-4233-8de9-cae74e8d64bc,0e3d2df9-83b7-45f2-937f-7a817cc4c81c,task2a_find_user,0e3d2df9-83b7-45f2-937f-7a817cc4c81c-task2a_find_user,1754118064.0319345,1754118066.9507043,1754118242.893257,1754118242.8992875,0.006030559539794922,1754118242.9812722,175.94858312606812,178.94933772087097
6e2edd86-9bc7-4233-8de9-cae74e8d64bc,0e3d2df9-83b7-45f2-937f-7a817cc4c81c,task2b_get_order_details,0e3d2df9-83b7-45f2-937f-7a817cc4c81c-task2b_get_order_details,1754118064.0319345,1754118066.9507043,1754118243.6954935,1754118243.701014,0.00552058219909668,1754118243.7837234,176.75030970573425,179.751788854599
6e2edd86-9bc7-4233-8de9-cae74e8d64bc,0e3d2df9-83b7-45f2-937f-7a817cc4c81c,task3_execute_modifications,0e3d2df9-83b7-45f2-937f-7a817cc4c81c-task3_execute_modifications,1754118064.0319345,1754118066.9507043,1754118245.9925647,1754118245.9946654,0.002100706100463867,1754118246.0907156,179.04396104812622,182.05878114700317
6e2edd86-9bc7-4233-8de9-cae74e8d64bc,0e3d2df9-83b7-45f2-937f-7a817cc4c81c,task4_output_result,0e3d2df9-83b7-45f2-937f-7a817cc4c81c-task4_output_result,1754118064.0319345,1754118066.9507043,1754118247.3685305,1754118247.3706155,0.002084970474243164,1754118247.444751,180.41991114616394,183.41281652450562
075d3bf5-6718-4281-a604-89ae23be59de,452f2833-d70c-4036-9498-fa7dc1ce21f1,task0_init,452f2833-d70c-4036-9498-fa7dc1ce21f1-task0_init,1754118064.0319345,1754118067.1060095,1754118071.2973154,1754118071.38539,0.0880746841430664,1754118071.5078166,4.279380559921265,7.475882053375244
075d3bf5-6718-4281-a604-89ae23be59de,452f2833-d70c-4036-9498-fa7dc1ce21f1,task1_llm_process,452f2833-d70c-4036-9498-fa7dc1ce21f1-task1_llm_process,1754118064.0319345,1754118067.1060095,1754118189.2381322,1754118267.111786,77.87365365028381,1754118267.544922,200.00577640533447,203.51298761367798
075d3bf5-6718-4281-a604-89ae23be59de,452f2833-d70c-4036-9498-fa7dc1ce21f1,task2_execute_cancel,452f2833-d70c-4036-9498-fa7dc1ce21f1-task2_execute_cancel,1754118064.0319345,1754118067.1060095,1754118269.2504716,1754118269.3284593,0.0779876708984375,1754118269.4506607,202.2224497795105,205.4187262058258
075d3bf5-6718-4281-a604-89ae23be59de,452f2833-d70c-4036-9498-fa7dc1ce21f1,task3_output_result,452f2833-d70c-4036-9498-fa7dc1ce21f1-task3_output_result,1754118064.0319345,1754118067.1060095,1754118270.7547412,1754118270.7595448,0.004803657531738281,1754118270.8547447,203.65353536605835,206.82281017303467
eaf9ba14-bf52-4bbc-9d0b-f02d09379fac,59eaab9b-f8f1-478d-ade7-38914eb3724c,task0_init,59eaab9b-f8f1-478d-ade7-38914eb3724c-task0_init,1754118064.0319345,1754118066.9696798,1754118071.0536351,1754118071.147524,0.09388899803161621,1754118071.2566164,4.177844285964966,7.224681854248047
eaf9ba14-bf52-4bbc-9d0b-f02d09379fac,59eaab9b-f8f1-478d-ade7-38914eb3724c,task1_llm_process,59eaab9b-f8f1-478d-ade7-38914eb3724c-task1_llm_process,1754118064.0319345,1754118066.9696798,1754118153.6453676,1754118285.125773,131.48040533065796,1754118285.5409713,218.15609312057495,221.5090367794037
eaf9ba14-bf52-4bbc-9d0b-f02d09379fac,59eaab9b-f8f1-478d-ade7-38914eb3724c,task2a_find_user,59eaab9b-f8f1-478d-ade7-38914eb3724c-task2a_find_user,1754118064.0319345,1754118066.9696798,1754118287.282572,1754118287.284447,0.0018749237060546875,1754118287.396256,220.31476712226868,223.36432147026062
eaf9ba14-bf52-4bbc-9d0b-f02d09379fac,59eaab9b-f8f1-478d-ade7-38914eb3724c,task2b_get_order_details,59eaab9b-f8f1-478d-ade7-38914eb3724c-task2b_get_order_details,1754118064.0319345,1754118066.9696798,1754118287.8829546,1754118287.8885965,0.005641937255859375,1754118287.9980998,220.9189167022705,223.96616530418396
eaf9ba14-bf52-4bbc-9d0b-f02d09379fac,59eaab9b-f8f1-478d-ade7-38914eb3724c,task3_execute_operations,59eaab9b-f8f1-478d-ade7-38914eb3724c-task3_execute_operations,1754118064.0319345,1754118066.9696798,1754118289.6422489,1754118289.6478271,0.005578279495239258,1754118289.752991,222.678147315979,225.72105646133423
eaf9ba14-bf52-4bbc-9d0b-f02d09379fac,59eaab9b-f8f1-478d-ade7-38914eb3724c,task4_output_result,59eaab9b-f8f1-478d-ade7-38914eb3724c-task4_output_result,1754118064.0319345,1754118066.9696798,1754118291.5477467,1754118291.549799,0.00205230712890625,1754118291.6580365,224.5801191329956,227.6261019706726
2f57f421-94ea-4a1a-a0c0-976124c96465,a05aff34-8e03-416f-88cb-4dc7b51a2a4f,task0_init,a05aff34-8e03-416f-88cb-4dc7b51a2a4f-task0_init,1754118064.0319345,1754118067.4493818,1754118073.788032,1754118073.8817096,0.09367752075195312,1754118073.9706686,6.432327747344971,9.93873405456543
2f57f421-94ea-4a1a-a0c0-976124c96465,a05aff34-8e03-416f-88cb-4dc7b51a2a4f,task1_llm_process,a05aff34-8e03-416f-88cb-4dc7b51a2a4f-task1_llm_process,1754118064.0319345,1754118067.4493818,1754118269.4319503,1754118327.0676107,57.63566040992737,1754118327.4897165,259.6182289123535,263.4577820301056
2f57f421-94ea-4a1a-a0c0-976124c96465,a05aff34-8e03-416f-88cb-4dc7b51a2a4f,task2a_find_user,a05aff34-8e03-416f-88cb-4dc7b51a2a4f-task2a_find_user,1754118064.0319345,1754118067.4493818,1754118329.7701528,1754118329.8503997,0.0802469253540039,1754118329.946896,262.4010179042816,265.9149615764618
2f57f421-94ea-4a1a-a0c0-976124c96465,a05aff34-8e03-416f-88cb-4dc7b51a2a4f,task2b_get_order_details,a05aff34-8e03-416f-88cb-4dc7b51a2a4f-task2b_get_order_details,1754118064.0319345,1754118067.4493818,1754118329.8783383,1754118329.9611673,0.08282899856567383,1754118330.0478013,262.51178550720215,266.0158667564392
