dag_id,run_id,task_name,task_id,sub_time,arrival_time,start_exec_time,finish_exec_time,exec_time,leave_time,completion_time,response_time,scheduler_cost_time,pred_exec_time,pred_cost_time
2f57f421-94ea-4a1a-a0c0-976124c96465,fbd56381-ae7d-42fd-95ba-224198cbd9cc,task0_init,fbd56381-ae7d-42fd-95ba-224198cbd9cc-task0_init,1755061273.4088924,1755061277.2519786,1755061280.2139225,1755061280.3111038,0.09718132019042969,1755061280.4566483,3.0591251850128174,7.04775595664978,3.337860107421875e-06,,
2f57f421-94ea-4a1a-a0c0-976124c96465,fbd56381-ae7d-42fd-95ba-224198cbd9cc,task1_llm_process,fbd56381-ae7d-42fd-95ba-224198cbd9cc-task1_llm_process,1755061273.4088924,1755061277.2519786,1755061393.760858,1755061441.6295598,47.868701696395874,1755061441.7267864,164.37758111953735,168.3178939819336,0.00018215179443359375,15.0,0.0001709461212158203
2f57f421-94ea-4a1a-a0c0-976124c96465,fbd56381-ae7d-42fd-95ba-224198cbd9cc,task2a_find_user,fbd56381-ae7d-42fd-95ba-224198cbd9cc-task2a_find_user,1755061273.4088924,1755061277.2519786,1755061443.9769845,1755061444.0570261,0.08004164695739746,1755061444.1765044,166.80504751205444,170.76761198043823,1.71661376953125e-05,3.0,9.5367431640625e-06
2f57f421-94ea-4a1a-a0c0-976124c96465,fbd56381-ae7d-42fd-95ba-224198cbd9cc,task2b_get_order_details,fbd56381-ae7d-42fd-95ba-224198cbd9cc-task2b_get_order_details,1755061273.4088924,1755061277.2519786,1755061444.0024555,1755061444.0820527,0.07959723472595215,1755061444.186999,166.83007407188416,170.77810668945312,0.00011801719665527344,3.0,0.00011396408081054688
2f57f421-94ea-4a1a-a0c0-976124c96465,fbd56381-ae7d-42fd-95ba-224198cbd9cc,task3_execute_operations,fbd56381-ae7d-42fd-95ba-224198cbd9cc-task3_execute_operations,1755061273.4088924,1755061277.2519786,1755061445.8701215,1755061445.9549193,0.08479785919189453,1755061446.0310311,168.70294070243835,172.6221387386322,1.430511474609375e-05,3.0,7.3909759521484375e-06
2f57f421-94ea-4a1a-a0c0-976124c96465,fbd56381-ae7d-42fd-95ba-224198cbd9cc,task4_output_result,fbd56381-ae7d-42fd-95ba-224198cbd9cc-task4_output_result,1755061273.4088924,1755061277.2519786,1755061447.8932736,1755061447.894905,0.0016314983367919922,1755061447.985494,170.64292645454407,174.57660150527954,1.6450881958007812e-05,1.0,8.106231689453125e-06
e51753c7-3ef3-4404-a352-11a18e5760c9,3e42cb04-67c3-415b-bf36-adb4fe88f8fe,task1_obtain_content,3e42cb04-67c3-415b-bf36-adb4fe88f8fe-task1_obtain_content,1755061273.4088924,1755061277.2402685,1755061278.7822928,1755061278.898637,0.11634421348571777,1755061279.0003364,1.6583685874938965,5.59144401550293,3.5762786865234375e-06,,
e51753c7-3ef3-4404-a352-11a18e5760c9,3e42cb04-67c3-415b-bf36-adb4fe88f8fe,task2_vlm_process,3e42cb04-67c3-415b-bf36-adb4fe88f8fe-task2_vlm_process,1755061273.4088924,1755061277.2402685,1755061439.2250113,1755061454.4845574,15.259546041488647,1755061454.5519722,177.2442889213562,181.14307975769043,0.0001537799835205078,15.0,0.00014662742614746094
e51753c7-3ef3-4404-a352-11a18e5760c9,3e42cb04-67c3-415b-bf36-adb4fe88f8fe,task3_output_final_answer,3e42cb04-67c3-415b-bf36-adb4fe88f8fe-task3_output_final_answer,1755061273.4088924,1755061277.2402685,1755061456.3714545,1755061456.3758183,0.0043637752532958984,1755061456.4538496,179.13554978370667,183.0449571609497,1.6450881958007812e-05,1.0,8.821487426757812e-06
aebaa7b3-5579-44fe-965b-d83c4e0e96c9,69873a37-11e0-4b93-bf1b-5c6ef1d6186d,task0_init,69873a37-11e0-4b93-bf1b-5c6ef1d6186d-task0_init,1755061273.4088924,1755061277.330963,1755061280.667331,1755061280.7682054,0.10087442398071289,1755061280.865198,3.4372425079345703,7.456305503845215,3.337860107421875e-06,,
