dag_id,run_id,task_name,task_id,sub_time,arrival_time,start_exec_time,finish_exec_time,exec_time,leave_time,completion_time,response_time,scheduler_cost_time,pred_exec_time,pred_cost_time
8c7989f9-67fc-435b-bb60-c9b7b8e6bfbb,57cd58a9-ad03-414b-8749-ecbbfcfee119,task1_start_receive_task,57cd58a9-ad03-414b-8749-ecbbfcfee119-task1_start_receive_task,1755038114.5012207,1755038114.5068061,1755038118.8575802,1755038118.872159,0.014578819274902344,1755038118.9380555,4.3653528690338135,4.436834812164307,4.76837158203125e-06,,
8c7989f9-67fc-435b-bb60-c9b7b8e6bfbb,57cd58a9-ad03-414b-8749-ecbbfcfee119,task2_read_file,57cd58a9-ad03-414b-8749-ecbbfcfee119-task2_read_file,1755038114.5012207,1755038114.5068061,1755038120.1822464,1755038120.1968553,0.01460886001586914,1755038120.2636092,5.690049171447754,5.762388467788696,2.9325485229492188e-05,3.0,1.7404556274414062e-05
8c7989f9-67fc-435b-bb60-c9b7b8e6bfbb,57cd58a9-ad03-414b-8749-ecbbfcfee119,task3_file_process,57cd58a9-ad03-414b-8749-ecbbfcfee119-task3_file_process,1755038114.5012207,1755038114.5068061,1755038122.8297493,1755038123.074763,0.24501371383666992,1755038123.168577,8.567956924438477,8.667356252670288,1.71661376953125e-05,3.0,9.5367431640625e-06
8c7989f9-67fc-435b-bb60-c9b7b8e6bfbb,57cd58a9-ad03-414b-8749-ecbbfcfee119,task4a_vlm_process,57cd58a9-ad03-414b-8749-ecbbfcfee119-task4a_vlm_process,1755038114.5012207,1755038114.5068061,1755038127.2826042,1755038391.644641,264.3620367050171,1755038391.7888048,277.1378347873688,277.287584066391,0.00044798851013183594,15.0,0.00043964385986328125
8c7989f9-67fc-435b-bb60-c9b7b8e6bfbb,57cd58a9-ad03-414b-8749-ecbbfcfee119,task4b_vlm_process,57cd58a9-ad03-414b-8749-ecbbfcfee119-task4b_vlm_process,1755038114.5012207,1755038114.5068061,1755038127.184211,1755038263.6365173,136.45230627059937,1755038263.772011,149.12971115112305,149.27079033851624,0.00029754638671875,15.0,0.0002903938293457031
8c7989f9-67fc-435b-bb60-c9b7b8e6bfbb,57cd58a9-ad03-414b-8749-ecbbfcfee119,task4c_vlm_process,57cd58a9-ad03-414b-8749-ecbbfcfee119-task4c_vlm_process,1755038114.5012207,1755038114.5068061,1755038128.5646212,1755038272.5437045,143.97908329963684,1755038272.677346,158.0368983745575,158.17612528800964,0.0020165443420410156,15.0,0.0020074844360351562
8c7989f9-67fc-435b-bb60-c9b7b8e6bfbb,57cd58a9-ad03-414b-8749-ecbbfcfee119,task4d_vlm_process,57cd58a9-ad03-414b-8749-ecbbfcfee119-task4d_vlm_process,1755038114.5012207,1755038114.5068061,1755038128.0756316,1755038389.0335803,260.9579486846924,1755038389.183336,274.5267741680145,274.682115316391,0.0009059906005859375,15.0,0.0008988380432128906
8c7989f9-67fc-435b-bb60-c9b7b8e6bfbb,57cd58a9-ad03-414b-8749-ecbbfcfee119,task4_merge_results,57cd58a9-ad03-414b-8749-ecbbfcfee119-task4_merge_results,1755038114.5012207,1755038114.5068061,1755038393.6798887,1755038393.6888347,0.008945941925048828,1755038393.7503562,279.1820285320282,279.2491354942322,2.002716064453125e-05,1.0,1.0251998901367188e-05
8c7989f9-67fc-435b-bb60-c9b7b8e6bfbb,57cd58a9-ad03-414b-8749-ecbbfcfee119,task5_output_final_answer,57cd58a9-ad03-414b-8749-ecbbfcfee119-task5_output_final_answer,1755038114.5012207,1755038114.5068061,1755038395.0300176,1755038395.0356507,0.005633115768432617,1755038395.0928254,280.52884459495544,280.59160470962524,1.6689300537109375e-05,1.0,8.821487426757812e-06
0a3f0429-68e2-4343-94d1-d7e0b30abb39,7363e4b1-1e51-487a-8437-28a11168fce4,task0_init,7363e4b1-1e51-487a-8437-28a11168fce4-task0_init,1755038385.510658,1755038385.5129929,1755038386.862776,1755038387.1192262,0.25645017623901367,1755038387.181931,1.6062333583831787,1.6712729930877686,4.291534423828125e-06,,
